후반 시작 2분 만에 멋진 슛으로 포문을 연 데얀은 9분에도 강력한 왼발 슛으로 상대를 위협했다 .	O O NOH-B O O O O O O NOH-B O O O O O O 
[웹진][4월호]이벤트 천국 FC서울 홈 경기, 제대로 즐기고 계신가요 ?	O O ORG-B O O O O O O 
경기 시작 전, FC서울 팬들이 경기장 앞 북측광장에 옹기종기 모여 즐거운 한때를 보내고 있는 모습은 서울월드컵경기장의 명물이 된지 오래다 .	O O O ORG-B O O O O O O O O O O O LOC-B O O O O 
‘캐논슈터를 찾아라 ! ’는 FC서울 이벤트 중 최고의 인기를 누리며 장수하는 이벤트로 위의 이벤트와 같이 간단한 신청으로 참여할 수 있다 .	O O O O ORG-B O O O O O O O O O O O O O O O O 
분명 지금보다 상암 나들이가 100배쯤 즐거워 질 것이다 .	O O O O PNT-B O O O O 
여기에 하프타임에는 FC서울만의 이벤트인 ‘사랑의 프로포즈’, ‘도전 캐논슈터’ 등 재미있고 알찬 이벤트도 함께 열러 팬들의 큰 호응을 얻고 있다 .	O O ORG-B O POH-B POH-I POH-B POH-I O O O O O O O O O O O O 
[스포츠토토] 야구토토 랭킹 게임 4회차 삼성, 롯데, 우리 강세	O POH-B O O NOH-B ORG-B ORG-B ORG-B O 
베트맨이 집계한 바에 따르면 8일 오후 6시30분 대구시민운동장에서 벌어지는 삼성 (47.64%)-롯데 (45.41%)전의 경우 다득점 투표율의 차이가 2.23%에 불과해 이번 회차 적중의 최대 변수가 될 것으로 전망된다 .	ORG-B O O O DAT-B TIM-B TIM-I LOC-B O ORG-B PNT-B PNT-B O O O O PNT-B O O O O O O O O O O 
이 날 경기에서 대전 수비수 이동원은 이적 후 처음으로 친정팀인 인천 유나이티드와 경기를 가진 소감을 “두 번째 트레이드라 친정팀에 대한 별다른 감정이 없었다 .	O O O ORG-B O PER-B O O O O ORG-B ORG-I O O O O O O O O O O O O 
인천 선수, 팬들과 지금도 교류를 하는가 ?	LOC-B O O O O O O 
라돈치치를 마크하는데 어려움은 없었나 ?	PER-B O O O O 
그래서 오죽하면 축구팬들은 ‘가뭄에 콩 나듯이’가 아닌 '가뭄에 K리그 나듯이‘ 라는 말을 한다 .	O O O O O O O O POH-B O O O O O 
오후 7시10분: 내가 경기장에 들어오자마자 먼저 향하는 곳은 N 석이다 .	TIM-B TIM-I O O O O O O O O O 
디트로이트, 마이애미 꺾고 동부컨퍼런스 2번시드 확보	ORG-B ORG-B O POH-B NOH-B O 
마이애미는 이날 패배로 13승64패를 기록해 이변이 없는한 리그 전체 최하위로 시즌을 마칠 가능성이 높아졌다 .	ORG-B O O NOH-B O O O O O O O O O O O 
삼성, 롯데의 야구열기 끌어들이기	ORG-B ORG-B O O 
이미 사직 홈 개막전에서 3만 만원관중을 기록했던 롯데는 원정경기에서도 구름관중을 몰고 다니고 있다 .	O O O O NOH-B O O ORG-B O O O O O O 
삼성 구단 마케팅팀의 이찬성 과장은 “롯데의 인기는 곧 프로야구 전체의 인기다 .	ORG-B O O PER-B O ORG-B O O O O O O 
자칫 제주도에서 훈련한 우리의 사례가 해외전훈 무용론의 진원지로 작용할지 모른다는 불안감도 있다 .	O LOC-B O O O O O O O O O O O 
롯데는 말 그대로 박명환의 ‘밥’이었다 .	ORG-B O O PER-B O O 
롯데는 올 시즌 개막전에서 류현진을 상대로 5점을 뽑아내며 6회 강판시켰다 .	ORG-B O O O PER-B O NOH-B O NOH-B O O 
SK의 벌떼 마운드에 번번이 막히며 4강 진출에 실패했다 .	ORG-B O O O O NOH-B O O O 
◇삼성의 전 · 선을 넘어라	O O O O O 
롯데가 삼성을 이겨야 하는 이유는 또 있다 .	ORG-B ORG-B O O O O O O 
' 까다로운 일본 무대	O O LOC-B O 
‘더 부쳐스 클럽 델리’ (The Butchers Club Deli)는 이름에서 느껴지듯 스테이크 전문점이다.	POH-B POH-I POH-I POH-I POH-B POH-I POH-I POH-I O O FOOD-B O 
이후 냉장고에서 땅콩잼이 발견되자, 제시는 "땅콩잼을 숟가락으로 퍼먹는다.	O O FOOD-B O PER-B O O O 
쌀을 주식으로 하는 경우나, 고된 육체 활동 시 부족하기 쉬웠기 때문에 개발 당시 한국인에 꼭 필요한 영양제가 되기를 바라는 마음이 아로나민에 담겨 있다.	FOOD-B O O O O O O O O O O O O O O O O O O O POH-B O O 
‘사람이 재산’이란 생각에 와인 모임을 조직하고 애견 관련 사이트도 개설해 활동하며 500여 명의 인맥을 유지했다.	O O O FOOD-B O O O O O O O NOH-B NOH-I O O 
'수요미식회'가 떡볶이에 대한 이야기를 나눠 화제다.	O FOOD-B O O O O 
출산 후 체중이 20kg이나 늘었던 30대 출연자가 돼지고기 위주의 식단으로 체중 감량에 성공한 비법을 소개하고, 자궁암 판정을 받았던 50대 출연자는 건강을 찾아준 잉어 식이요법을 공개한다.	O O O NOH-B O NOH-B O FOOD-B O O O O O O O O O O NOH-B O O O O O O 
이어 두 셰프가 공동으로 작업한 마카롱, 사블레, 머랭쿠키, 초코릿 등 4종의 프티푸 (차와 함께 즐기는 작은 케이크나 쿠키)가 갈라 디너의 여정을 마무리했다.	O NOH-B NOH-I O O FOOD-B FOOD-B FOOD-B FOOD-B O NOH-B FOOD-B FOOD-B O O O FOOD-B FOOD-B O O O O 
경기도 분당에 사는 회사원 김모 (40)씨는 얼마 전 연말 송년회에서 술과 고기를 배불리 먹었다.	LOC-B LOC-I O O PER-B NOH-B O O O O FOOD-B FOOD-B O O 
먹거리라곤 커피밖에 없지만 휴일이면 6000여 명이 찾는다.	O FOOD-B O O NOH-B NOH-I O 
농림축산식품부가 운영하는 라이스랩은 다양한 쌀 가공식품을 시범 출시해 소비자 반응을 조사하고 제품 개발과 사업화를 지원하는 문화공간이다.	ORG-B O ORG-B O FOOD-B O O O O O O O O O O O 
마른 멸치를 이용해 국물을 내는 것은 일제강점기 전후부터 시작됐다.	FOOD-B FOOD-I O FOOD-B O O DUR-B O O 
시대를 앞서는 발상으로 유명한 미국의 맥주 회사 버드라이트는 최근 “모든 성을 위한 맥주”를 카피로 내세운 광고로 눈길을 끌었다.	O O O O LOC-B FOOD-B O ORG-B O POH-B POH-I POH-I POH-I O O O O O 
2월 2일에는 폴 라이언 하원의장과 매코널을 백악관으로 초대해 스테이크를 썰면서 환태평양경제동반자협정 (TPP)의 의회비준 문제를 협의했다.	DAT-B DAT-I PER-B PER-I O PER-B ORG-B O FOOD-B O POH-B POH-B O O O 
이지윤은 과거 한 방송에서 박병호와 결혼을 결심한 계기에 대해 "남편이 워낙 연습벌레에 술도 못하고 놀 줄도 모르는 걸 보고 분명 성공할 거라고 생각했다"며 "내가 도와주고 싶었다"고 말했다.	PER-B O NOH-B O PER-B O O O O O O O FOOD-B O O O O O O O O O O O O O O 
김이 메모에 적힌 사람들을 직접 만난 사실이 없으며 복수를 준비한 흔적도 없다는 것이다.	FOOD-B O O O O O O O O O O O O 
이날, 크랭크업과 함께 스태프들이 손수 준비한 케이크와 꽃다발을 전달받은 이정재는 밝은 표정으로 함께 고생한 배우와 스태프에게 감사의 마음을 전했다.	O O O O O O FOOD-B O O PER-B O O O O O O O O O 
2000년대 들어 현대인의 소비성향에 맞추어 기존 카레에 건강 지향적 원료를 조화시킨 프리미엄급 ‘3분 백세카레’, 끓는 물에 데우거나 전자레인지를 이용할 필요 없이 밥 위에 그대로 부어 먹을 수 있어 간편한 ‘그대로카레, 그대로짜장’도 출시됐다.	DUR-B O O O O O FOOD-B O O O O O FOOD-B FOOD-I O O O O O O O FOOD-B O O O O O O O FOOD-B FOOD-B O 
나카노 우동학교는 여행객이 우동장인과 함께 직접 면을 만들고 끓여서 먹어보는 체험을 제공한다.	ORG-B ORG-I O O O O FOOD-B O O O O O 
영국에서 태어나 4살 때 미국으로 이민한 마크는 영국식 정원을 가꾸는 한편 뜰 한구석에 포도나무를 심어 해마다 포도주를 담근다.	LOC-B O NOH-B O LOC-B O PER-B O O O O O O O O O FOOD-B O 
TPP와 관련해서는 앞서 장관회담에서 일정한 진전이 있었지만 미국산 쌀 수입 물량과 일본산 자동차 부품에 미국이 부과하고 있는 관세 등이 현안으로 남아 있는 상태다.	POH-B O O O O O O O FOOD-B O O O O O ORG-B O O O O O O O O 
그러나 새정치연합 윤호중 의원은 “우리 경제가 먹었다는 퉁퉁 분 국수가 도대체 무엇이냐”며 “대기업을 위해 법인세는 인상하지 않고 서민에게 부담되는 증세 수단을 동원해 국민이 배신감을 느끼고 있다”고 비판했다.	O ORG-B PER-B O O O O O O FOOD-B O O O O O O O O O O O O O O O O O 
[허영만 연재만화] 커피 한잔 할까요? (50)	O O FOOD-B NOH-B O O 
억지로 술을 마시는 회식과 달리 집에서 TV 예능 프로그램을 보면서 편하게 음주하다 보면 빈 맥주캔이 하나 둘 늘어난다.	O FOOD-B O O O O O O O O O O O O FOOD-B NOH-B NOH-B O 
조니워커·발렌타인 등 스코틀랜드산 위스키 가격도 당장 떨어지지는 않는다.	POH-B O O FOOD-B O O O O 
Our History 페이스북에 잠깐 오셔서 '좋아요'를 꾸욱 눌러주세요!홍대 닭곰탕	POH-B POH-I POH-I O O O O O FOOD-B 
후레쉬민트 있어요?”할머니는 대답 대신 남자의 코앞으로 껌을 바짝 들이댔다.	POH-B O O O O O FOOD-B O O 
오리온은 과자 포장재의 빈 공간을 줄이고 껌 용량은 늘리는 등 4차 포장재 개선 프로젝트를 진행한다고 19일 밝혔다.	ORG-B FOOD-B O O O O FOOD-B O O O NOH-B O O O O DAT-B O 
그럼에도 이날 오전부터 수십 명이 홍어, 쇠고기, 과일 등을 가지고 백련사를 찾자 손 전 고문은 부인 이윤영 씨와 함께 외출해 버렸다.	O O O NOH-B NOH-I FOOD-B FOOD-B FOOD-B O O LOC-B O PER-B O O O PER-B O O O O 
박 원장은 당류의 단맛, 소금의 짠맛, 지방의 고소한 맛의 적절한 조합이 음식 중독자에게 중독으로 가는 쾌미 (快味)를 안겨 준다고 설명한다.	PER-B O O O FOOD-B O O O O O O O O O O O O O O O 
우선 올 하반기 (7∼12월) 대상 업종을 약국, 커피전문점 등으로 확대할 예정이다.	O O O DUR-B O O O O O O O 
오는 11일에는 매장 방문 고객 대상으로 닭가슴살 패티로 만든 치킨버거를 정상가 3000원에서 50% 할인한 1500원에 판매하며, 12일에는 롯데리아 대표 장수 제품 중 하나인 데리버거를 1200원에 판매한다.	O DAT-B O O O O FOOD-B FOOD-I O FOOD-B O MNY-B PNT-B O MNY-B O DAT-B ORG-B O O O O O FOOD-B MNY-B O 
22일부터는 한정판 ‘핑크빈’ 피규어를 받을 수 있는 메이플스토리 도시락 6종도 선보인다.	DAT-B O O O O O O POH-B FOOD-B NOH-B O 
여진족이나 피지족처럼 부모가 망령이 들기 시작하면 보쌈을 하여 화살을 쏘거나 생매장하는 것이 효도로 생각하는 흐름이 있고, 아프리카의 반투족처럼 노인이 치매가 생기면 반신반인으로 여기고 신명을 중개하는 사제로서 우러러 모시는 흐름이 있다.	O O O O O O FOOD-B O O O O O O O O O LOC-B O O O O O O O O O O O O O 
신선하고 좋은 재료만을 골라 다양하고 풍성하게 준비한 ‘특선 선물세트’, 100% 질 좋은 참깨만을 골라 마지막 한 방울까지 고소한 대한민국 1등 참기름 ‘참기름 선물세트’, 고기 함량이 높고 합성아질산나트륨을 첨가하지 않은 ‘오뚜기햄 선물세트’, 남태평양 바다의 신선함과 먹을수록 감칠맛 나는 ‘참치 선물세트’, 8번 숙성시켜 손으로 늘여 만든 ‘오뚜기 수연소면 선물세트’, 자연의 건강함을 전하는 ‘홍삼 선물세트’ 등 1만∼5만 원대 선물세트를 다양하게 준비했다.	O O O O O O O O O PNT-B O O O O O NOH-B NOH-I O LOC-B NOH-B FOOD-B O O FOOD-B O O O O O O O LOC-B O O O O O O O NOH-B O O O O O O O O O O O O O MNY-B MNY-I O O O 
‘라디오스타’ 자두, 강두 근황 공개 “아직도 술 마시고 다니는 거 같다”	O PER-B PER-B O O O FOOD-B O O O O 
이듬해부터는 맨해튼에 진출한 국내 커피 전문점인 카페베네로 공연 장소를 옮겼다.	O LOC-B O O FOOD-B O ORG-B O O O 
서강준을 모델로 한 카스 라이트 광고는 업무와 학업 등으로 치열한 한 주를 보낸 청춘들이 집에 모여 일상에 지친 몸과 마음을 카스 라이트 맥주로 달래며 스트레스를 해소한다는 스토리. 격식을 차리지 않고 캐주얼한 분위기에서 친구들과 함께 맥주를 즐기는 일상 그대로의 모습을 광고에 녹여내 참가자들의 공감을 이끌어냈다.	PER-B O O POH-B POH-I O O O O O NOH-B NOH-I O O O O O O O O POH-B POH-I FOOD-B O O O O O O O O O O O FOOD-B O O O O O O O O O 
방위사업청은 2010년 3월 군납 증식용 (간식·영양보충용) 건빵 구매입찰 사업을 발주했다.	ORG-B DAT-B DAT-I O O O FOOD-B O O O 
100% 국내산 계란만을 사용한 담백한 빵에 단팥과 슈크림으로 속을 채워 다양한 맛을 즐길 수 있는 것이 특징이다.	PNT-B O FOOD-B O O FOOD-B FOOD-B FOOD-B O O O O O O O O O 
외국이나 지방 출장 때 미리 일정을 알려 식사 및 술 접대를 받았으며 불과 두 달 전에는 같은 날 한 유흥업소에서 다른 업체로부터 두 차례 향응을 받기까지 했다.	O O O O O O O O O FOOD-B O O O NOH-B NOH-I O O O O O O O NOH-B NOH-I O O O 
크림빵 뺑소니 범인 찾자 ‘네티즌 수사대’ 혈안…흰색 BMW5 용의차량 좁혀졌다	FOOD-B O O O O O O POH-B O O 
휴메인 사이어티 인터내셔널 (Humane Society International)은 개고기 축제가 아닌 기간에도 하루에 약 300마리의 개가 도살 당한다고 밝혔다.	ORG-B ORG-I ORG-I ORG-B ORG-I ORG-I FOOD-B O O O O O NOH-B O O O O 
휴메인 소사이어티 인터내셔널 중국 팀장은 "이 축제를 위한 개고기 거래와 방대한 도살은 극도로 잔인한 행위이며 반드시 중지돼야 한다"고 주장했다.	ORG-B ORG-I ORG-I LOC-B O O O O FOOD-B O O O O O O O O O O 
백종원은 통조림 구이에 이어 진간장과 맛술, 생강을 이용해 육수를 만들어 ‘일식 스타일 꽁치 간장조림’을 만들었다.	PER-B FOOD-B FOOD-I O FOOD-B FOOD-B FOOD-B O FOOD-B O FOOD-B O FOOD-B FOOD-I O 
제철과일리코타치즈샐러드는 직접 만든 쫀쫀한 치즈도 맛있지만, 영귤청드레싱이 상큼함을 더한다.	FOOD-B O O O FOOD-B O FOOD-B O O 
프랑스 보졸레에서 사용되는 이 방식은 레드 와인을 만들 때 포도알을 파쇄하지 않고 그대로 통에 넣어 발효하는 방식이다.	LOC-B LOC-I O O O FOOD-B FOOD-I O O O O O O O O O O 
지난 1990년 출시된 왕뚜껑은 기존의 컵라면보다 푸짐한 양과 시원한 맛으로 25년간 14억개가 판매된 팔도의 대표적인 효자 라면이다.	O DAT-B O O O FOOD-B O O O O DUR-B NOH-B O ORG-B O O FOOD-B 
맥주를 만들 때 4대 원료 (물·맥아·호프·효모) 이외의 재료는 넣어서는 안 된다는 것이 핵심이다.	FOOD-B O O NOH-B O O O O O O O O O 
스시코스 (점심 6만9000원부터, 저녁 14만원부터), 사시미코스 (점심 7만9000원부터, 저녁 17만원부터), 오마카세 (점심 10만원부터) • 영업시간: 낮12시~오후 3시, 오후 6시~10시 (연중무휴) • 전화번호: 02-518-4224 • 주소: 강남구 도산대로 45길 18-10 파크뷰빌딩 1층 • 주차: 발레파킹 (3000원)마이쏭 도산공원 터줏대감인 이탈리안 레스토랑 ‘그랑씨엘’의 세컨드 브랜드로 2009년 문을 연 아메리칸 캐주얼 다이닝이다.	FOOD-B O MNY-B O MNY-B O O MNY-B O MNY-B O O MNY-B O O DUR-B DUR-I DUR-B DUR-I O O O POH-B O O LOC-B LOC-B LOC-I LOC-I LOC-I LOC-I O O O MNY-B LOC-I O O O O O O DAT-B O O O O O 
‘비정상회담’ 멤버 알베르토는 “이탈리아에서는 커플들에게 스파게티 면을 이용한 키스를 시킨다”며 너스레를 떨었다.	O O PER-B O O FOOD-B FOOD-I O O O O O 
100% 지리산 고로쇠 수액 된장 집안에서 장녀인 김 대표는 어린 시절 식당과 민박집을 하던 부모를 돕는 효녀였다.	PNT-B LOC-B O O FOOD-B O O PER-B O O O O O O O O O 
소금중독 대한민국김성권 지음북스코프, 284쪽1만6500원 “소금을 잘 알고 대처하는 것만으로도 많은 사람이 100세까지 무병장수할 수 있다.	POH-B POH-I O NOH-B FOOD-B O O O O O O NOH-B O O O 
1층에는 대로변 유동인구들이 쉽게 이용할 수 있는 이동통신, 커피전문점, 제과점, 약국, 편의점, 화장품점 등의 판매시설을, 2층에는 패밀리레스토랑, 와인바, 프렌차이즈, 여행사 등의 가족단위 방문객이 이용할 수 있는 시설을 유치할 계획이다.	NOH-B O O O O O O O FOOD-B O O O O O O O O FOOD-B O O O O O O O O O O O 
좋은 취지로 하는 거라 10명 중 1명만 참여를 해주셔도 저희는 계속 거리에 나올 것 같아요.”―허운 씨 (25·대학 연합 봉사 동아리 ‘나우’) “격주마다 서울역 근처 거리에 노숙인을 위해 찾아오는 밥차가 있습니다.	O O O O NOH-B O NOH-B O O O O O O O O O NOH-B O O O O O LOC-B O O O O O FOOD-B O 
음식이 어떻게 만들어지는지, 어떻게 담아야 하는지 알아야 오늘 쓴 것보다 더 좋은 그릇을 만들 수 있지 않을까. 정월대보름이 있는 2월의 테마는 오곡밥과 나물이었다.	O O O O O O O O O O O O O O O O O DAT-B O DAT-B O FOOD-B FOOD-B 
과정은 쉽고 결과물은 그럴싸한 것. 그게 홈메이드 요리의 매력이지요.강남통신 이영지 기자 lee.youngji@joongang.co.kr[이영지 기자의 한끼라도]치즈를 이용한 술안주 만들기간편하고 건강한 테이크아웃 곰국튀김 요리 완전 정복!!아침 메뉴로 스페인 타파스 어때요'초록색 감자' 같은 아보카도, 맛있게 요리하는 법 한때 '악마의 식재료'였던 버터라면보다 쉬운 스페인 새우 요리▶강남통신 기사를 더 보시려면 여기를 클릭하세요.	O O O O O O O O O PER-B O POH-B POH-I POH-I O O O O O FOOD-B O O O O LOC-B O O O O O O O O O O O FOOD-B O LOC-B O O O O O O O 
말린 과일이 치아에 들러붙으면 세균이 많이 생기기 때문에 먹은 후 꼭 물로 입을 헹구고 20분 후 양치질을 해야 한다.치아 건강 망치는 음식 마지막은 커피이다.	O O O O O O O O O O O O O O NOH-B O O O O O O O O FOOD-B 
최악의 경제상황에 BBQ는 위기를 성장의 발판으로 도약했다.대박 터뜨린 ‘올리브 럭셔리 치킨’ 윤 회장에게 닥친 가장 큰 시련은 2003년의 AI 파동이었다.	O O ORG-B O O O O O O O FOOD-B PER-B O O O O O DAT-B POH-B POH-I 
이 씨는 단돈 1000원짜리 길거리 햄버거를 앞세워 인지도를 높이기 시작해 영철버거를 전국적인 프랜차이즈로 성장시켰다.	PER-B O O MNY-B O FOOD-B O O O O ORG-B O O O 
"주량은 소주 1병"…대선주자 5인의 이색 이력서	O FOOD-B NOH-B NOH-B O O 
2014년 10월 롯데마트는 2만6500원에 팔던 배추김치 3400g을 20% 할인해 2만1200원에 판다고 매대에 표기했다.	DAT-B DAT-I ORG-B MNY-B O FOOD-B NOH-B PNT-B O MNY-B O O O 
대학가 ‘오물 막걸리 세례’가 논란이 되고 있는 가운데 충북 청주에 있는 충북대에서도 선배가 후배들에게 막걸리를 뿌리는 사진이 소셜네트워크 (SNS)에 올라 학교 측이 진상 파악에 나섰다. 30일 충북대 페이스북 커뮤니티 ‘충북대 대나무숲’에는 선배로 추정되는 학생 한 명이 잔디 밭에 앉아있는 학생 수십명에게 막걸리를 뿌리는 장면이 게시됐다.	O O FOOD-B O O O O O LOC-B LOC-I O ORG-B O O FOOD-B O O O O O O O O O O DAT-B ORG-B POH-B O POH-B POH-I O O O NOH-B NOH-I O O O O O FOOD-B O O O
이씨는 이날 A씨의 집에서 막걸리를 마시던 중 마을에 새로 이사 온 뒤 찬조금을 내지 않았다는 이유로 주방과 안방, 마당 등으로 도망가는 A씨를 뒤쫓아 가 주먹을 휘두른 것으로 조사됐다.	PER-B O PER-B O FOOD-B O O O O O O O O O O O O O O O O PER-B O O O O O O 
소주와 함께 김밥 (4.7%), 생선회 (4.3%), 쇠고기 (4.1%), 갈비탕 (4%)의 외식 가격도 전년 대비 4%대 상승률을 기록했다.	FOOD-B O FOOD-B PNT-B FOOD-B PNT-B FOOD-B PNT-B FOOD-B PNT-B O O O O PNT-B O O 
'잡밥백선생' 백종원 닭갈비 양념장, "지가 꿀팁 알려드릴게유"	O PER-B FOOD-B FOOD-I O O O 
‘소프트럭’은 김상윤 대표가 친구 셋과 함께 오픈한 아이스크림 트럭이다.	ORG-B PER-B O O NOH-B O O FOOD-B O 
자영업자 대출이 가장 취약한 고리 서울 동대문구에 사는 박모 씨 (58)는 지난해 30여 년간 다니던 직장을 그만두고 동대문 쪽에 김밥집을 차렸다.	O O O O O LOC-B LOC-B O PER-B O NOH-B O DUR-B DUR-I O O O LOC-B O FOOD-B O 
과정은 쉽고 결과물은 그럴싸한 것. 그게 홈메이드 요리의 매력이지요.강남통신 이영지 기자 lee.youngji@joongang.co.kr[이영지 기자의 한끼라도]치즈를 이용한 술안주 만들기간편하고 건강한 테이크아웃 곰국튀김 요리 완전 정복!!아침 메뉴로 스페인 타파스 어때요'초록색 감자' 같은 아보카도, 맛있게 요리하는 법 한때 '악마의 식재료'였던 버터라면보다 쉬운 스페인 새우 요리▶강남통신 기사를 더 보시려면 여기를 클릭하세요.	O O O O O O O O O PER-B O POH-B O O O O O O O FOOD-B O O O O LOC-B O O O O O O O O O O O FOOD-B O LOC-B O O O O O O O 
전 전 대통령은 이날 운동장에서 동문들과 국밥으로 점심식사를 하고 KTX로 서울에 돌아갈 예정이다.	PER-B O O O O O FOOD-B O O POH-B LOC-B O O 
이 씨는 단돈 1000원짜리 길거리 햄버거를 앞세워 인지도를 높이기 시작해 영철버거를 전국적인 프랜차이즈로 성장시켰다.	PER-B PER-I O MNY-B O FOOD-B O O O O ORG-B O O O 
"주량은 소주 1병"…대선주자 5인의 이색 이력서	O FOOD-B NOH-B NOH-B O O 
2014년 10월 롯데마트는 2만6500원에 팔던 배추김치 3400g을 20% 할인해 2만1200원에 판다고 매대에 표기했다.	DAT-B DAT-I ORG-B MNY-B O FOOD-B NOH-B PNT-B O MNY-B O O O 
힐링캠프 최현석 ‘여심 생포 크림’ 공개, 섹시한 표정과 함께…여심 저격최현석 셰프가 여심 생포 크림의 레시피를 공개해 화제다.	POH-B PER-B O O FOOD-B O O O O O O O O FOOD-B O O O 
이날 최현석 셰프는 여심을 저격하는 요리로 ‘여심 생포 크림’의 레시피를 공개하며 섹시한 모습을 보였다.	O PER-B O O O O O O FOOD-B O O O O O 
최현석 셰프는 포도 주스를 졸인다는 말로 “ ‘DOWN’시킨다는 표현을 사용한다”며 “DOWN”이라는 발음을 하며 섹시한 표정을 지었다.	PER-B O FOOD-B FOOD-I O O O O O O O O O O O O 
마동석은 "극중 백숙집을 운영하는 캐릭터를 맡았는데 실제로 닭을 잡아서 삶고 끝까지 했다"며 "살아있는 닭을 잡아야 하니까, 저와 체질이 안 맞는다"고 고개를 저었다.	PER-B O FOOD-B O O O O O O O O O O O O O O O O O O O 
청주에서 전주로 이동하는 기차에서 도시락으로 점심을 해결하기도 했다.	LOC-B LOC-B O O FOOD-B O O O 
한편 맹기용은 지난해 5월 JTBC ‘냉장고를 부탁해’에 출연해 꽁치 샌드위치 ‘맹모닝’을 만들었지만 혹평을 받으면서 자질 논란에 휩싸였다.	O PER-B O DAT-B ORG-B POH-B POH-I O FOOD-B FOOD-I FOOD-I O O O O O O 
롯데리아, 50만개 한정판매 라면버거 출시	ORG-B NOH-B O FOOD-B O 
앞서 양수경은 지난 21일 방송된 SBS 예능프로그램 ‘불타는 청춘’에 새로운 멤버로 합류해 그간 힘든 시절을 겪으면서 “2년 정도 밥보다 술을 더 많이 마셨다”라고 말해 주위를 안타깝게 했다.	O PER-B O DAT-B O ORG-B O POH-B POH-I O O O O O O O O O FOOD-B FOOD-B O O O O O O O 
이날 수잔은 멤버들과 같이 밥을 먹는 도중 자신의 할머니에게 자신을 제외하고 "가장 잘생긴 사람은 누구인지를 뽑아달라"고 말했다.	O PER-B O O FOOD-B O O O O O O O O O O O O 
북측 대표단은 평화의 집 인근에서 배달해 온 한식 도시락을 나눠 먹거나 북한으로 가서 식사를 하고 돌아오기도 했다.	O O LOC-B LOC-I O O O O FOOD-B O O LOC-B O O O O O 
국산 김치는 2010년 5월까지 중국에 수출됐지만 중국 측이 위생 기준 (100g당 대장균군 30마리 이하)을 엄격하게 적용하며 수출이 완전히 끊겼다.	O FOOD-B DAT-B DAT-I ORG-B O ORG-B O O O NOH-B O NOH-B O O O O O O 
‘집밥 백선생’ 측에 따르면 해당 영상에서 윤상은 앞치마를 두르고 주방에서 ‘닭다리 스테이크’ 만들기에 도전했다.	POH-B POH-I O O O O O O O O FOOD-B FOOD-I O O 
마니카르디 발사믹 식초는 모데나 지방의 전통방식으로 제조해 오랜 시간 여러 나무통을 거치며 자연스럽게 나무 향이 베어 들어 독특한 향과 풍미를 지니고 있다.	O O FOOD-B LOC-B O O O O O O O O O O O O O O O O O O 
22일에는 닭갈비를 기다리고 있는 사진과 함께 "한국인이라면 소주 빠질 수 없지?"라는 글을 올렸다.	DAT-B FOOD-B O O O O O FOOD-B O O O O O 
쌀 콩 마늘 밤 굴비 마른오징어 등 국산 농수산물의 원산지 표시가 내년 1월부터 의무화된다.	FOOD-B FOOD-B FOOD-B FOOD-B FOOD-B FOOD-B O O O O O O DAT-B O 
경찰 증거 인멸 정황 포착, ‘대장균 떡 유통’ 송학식품 사과문 ‘거짓’으로 드러나송학식품이 대장균 등이 검출된 180억 원 상당의 떡을 시중에 불법 유통시킨 혐의로 경찰 수사를 받고 인터넷 홈페이지에 올린 사과문이 거짓인 것으로 밝혀졌다.	O O O O O O FOOD-B O ORG-B O O O O O O MNY-B MNY-I O FOOD-B O O O O O O O O O O O O O O 
경찰은 이달 초 언론보도 등을 통해 알려진 대장균 검출 떡 유통과 관련 송학식품이 자사 홈페이지에 올린 사과문이 거짓이라고 밝혔다.	O O O O O O O O O FOOD-B O O ORG-B O O O O O O 
한편 송학식품은 3년 연속 떡 부문 시장점유율 1위로 연간 매출 규모는 500억 원대인 것으로 알려졌다.	O ORG-B DUR-B O FOOD-B O O NOH-B O O O MNY-B MNY-I O O 
술에 취해 자녀를 학대한 50대 아버지에게도 징역형과 함께 집행유예가 선고됐다.	FOOD-B O O O NOH-B O O O O O 
디저트 역사 문명사회 태동때 시작…고대 그리스 철학자 시인들이 즐겨	FOOD-B O O O O ORG-B O O O 
치즈 소스에 올인… 포카칩 스윗치즈맛 김범석 기자 (이하 김)=파란색 (기본맛)과 녹색 (양파맛)이 아닌 ‘노란색’의 포카칩이라니. 일단 생소했다.	FOOD-B FOOD-I O FOOD-B FOOD-I PER-B O O O O O O O FOOD-B FOOD-I O O 
무학의 ‘좋은데이’가 2016 고객사랑브랜드대상 소주 부문 대상에 올랐다.	ORG-B O DAT-B POH-B FOOD-B O O O 
새싹보리는 칼슘 함량이 우유의 4.5배, 철분이 시금치의 16배, 칼륨이 사과의 20배, 식이섬유가 고구마의 20배에 이른다.	O O O FOOD-B PNT-B O FOOD-B PNT-B O FOOD-B PNT-B O FOOD-B PNT-B O 
사랑의 빵 나눔 단말기에 ‘삼성페이’가 되는 스마트폰을 대서 한 번에 1000원씩 기부하는 형식이다.	O FOOD-B O O O O O O NOH-B NOH-I MNY-B O O 
